General happiness,Gss year for this respondent                       
Very happy,1998
Not too happy,1998
Pretty happy,1998
Very happy,1998
Pretty happy,1998
Pretty happy,1998
Very happy,1998
Pretty happy,1998
Pretty happy,1998
Very happy,1998
Not too happy,1998
Very happy,1998
Not too happy,1998
Pretty happy,1998
Pretty happy,1998
Pretty happy,1998
Not too happy,1998
Pretty happy,1998
Pretty happy,1998
Pretty happy,1998
Not too happy,1998
Pretty happy,1998
Not too happy,1998
Not too happy,1998
Very happy,1998
Pretty happy,1998
Very happy,1998
Pretty happy,1998
Very happy,1998
Pretty happy,1998
Very happy,1998
Pretty happy,1998
Pretty happy,1998
Pretty happy,1998
Very happy,1998
Pretty happy,1998
Pretty happy,1998
Pretty happy,1998
Pretty happy,1998
Pretty happy,1998
Pretty happy,1998
Not too happy,1998
Pretty happy,1998
Very happy,1998
Very happy,1998
Pretty happy,1998
Pretty happy,1998
Very happy,1998
Very happy,1998
Very happy,1998
Very happy,1998
Pretty happy,1998
Pretty happy,1998
Pretty happy,1998
Pretty happy,1998
Pretty happy,1998
Very happy,1998
Pretty happy,1998
Very happy,1998
Very happy,1998
Very happy,1998
Pretty happy,1998
Not too happy,1998
Pretty happy,1998
Pretty happy,1998
Pretty happy,1998
Pretty happy,1998
Pretty happy,1998
Pretty happy,1998
Pretty happy,1998
Very happy,1998
Pretty happy,1998
Pretty happy,1998
Pretty happy,1998
Very happy,1998
Very happy,1998
Pretty happy,1998
Not too happy,1998
Pretty happy,1998
Very happy,1998
Pretty happy,1998
Pretty happy,1998
Pretty happy,1998
Very happy,1998
Pretty happy,1998
Very happy,1998
Pretty happy,1998
Pretty happy,1998
Pretty happy,1998
Pretty happy,1998
Very happy,1998
Pretty happy,1998
Very happy,1998
Very happy,1998
Not too happy,1998
Very happy,1998
Pretty happy,1998
Pretty happy,1998
Not too happy,1998
Pretty happy,1998
Pretty happy,1998
Pretty happy,1998
Pretty happy,1998
Very happy,1998
Pretty happy,1998
Pretty happy,1998
Pretty happy,1998
Pretty happy,1998
Pretty happy,1998
Pretty happy,1998
Pretty happy,1998
Pretty happy,1998
Pretty happy,1998
Pretty happy,1998
Not too happy,1998
Pretty happy,1998
Pretty happy,1998
Very happy,1998
Very happy,1998
Very happy,1998
Pretty happy,1998
Very happy,1998
Very happy,1998
Pretty happy,1998
Very happy,1998
Very happy,1998
Pretty happy,1998
Pretty happy,1998
Very happy,1998
Very happy,1998
Pretty happy,1998
Very happy,1998
Not too happy,1998
Very happy,1998
Not too happy,1998
Pretty happy,1998
Pretty happy,1998
Pretty happy,1998
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Not too happy,2000
No answer,2000
No answer,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
No answer,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
No answer,2000
Pretty happy,2000
Not too happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Not too happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Not too happy,2000
Not too happy,2000
Very happy,2000
Not too happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Not too happy,2000
Very happy,2000
No answer,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
No answer,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Not too happy,2000
No answer,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
No answer,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Not too happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
No answer,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
No answer,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
No answer,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
No answer,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
No answer,2000
Very happy,2000
Not too happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Not too happy,2000
Not too happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Not too happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Not too happy,2000
Not too happy,2000
Not too happy,2000
Pretty happy,2000
Not too happy,2000
No answer,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Not too happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Not too happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Not too happy,2000
Not too happy,2000
Very happy,2000
No answer,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Not too happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
No answer,2000
Very happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Not too happy,2000
No answer,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
No answer,2000
Pretty happy,2000
No answer,2000
Pretty happy,2000
No answer,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
No answer,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Not too happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Not too happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Not too happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
No answer,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Not too happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Not too happy,2000
Not too happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
No answer,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Very happy,2000
No answer,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
No answer,2000
Not too happy,2000
No answer,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Not too happy,2000
Not too happy,2000
Pretty happy,2000
Not too happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Not too happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Not too happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Not too happy,2000
No answer,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
No answer,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Not too happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Not too happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Not too happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Not too happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Not too happy,2000
Very happy,2000
Pretty happy,2000
Not too happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
No answer,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Not too happy,2000
Very happy,2000
Not too happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Very happy,2000
Not too happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Not too happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Not too happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Not too happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Very happy,2000
Pretty happy,2000
Not too happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Not too happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Not too happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
No answer,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
No answer,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Not too happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Not too happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Very happy,2000
Not too happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Not too happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
No answer,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Not too happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Not too happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Not too happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Not too happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Very happy,2000
Not too happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Not too happy,2000
Very happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Very happy,2000
Not too happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Pretty happy,2000
Very happy,2000
Pretty happy,2000
Not too happy,2000
Pretty happy,2000
